"","Day","Year","Opponent","GameNumber","Wake_Result","Wake_Rushes","Wake_Rush_Yds","Wake_Rush_TD","Wake_Rush_Lg","Wake_Receptions","Wake_Receptions_Yds","Wake_Receptions_TD","Wake_Receptions_Lg","Wake_Pass_Cmp","Wake_Pass_Att","Wake_Pass_Int","Wake_Pass_Yds","Wake_Pass_TD","Wake_Pass_Lg","Wake_KOR","Wake_KOR_Yds","Wake_KOR_TD","Wake_KOR_Lg","Wake_PR","Wake_PR_Yds","Wake_PR_TD","Wake_PR_LG","Wake_Total_Offense","Wake_Total_Of_Plays","Wake_1st_Downs","Wake_1DRsh","Wake_1DPs","Wake_1DPen","Wake_Solo","Wake_Ast","Wake_Total_Tackles","Wake_TFL","Wake_TFL_Yds","Wake_Sacks","Wake_Sacks_Yds","Wake_FF","Wake_FR","Wake_Fumble_Yds","Wake_Int","Wake_Int_Yds","Wake_QBH","Wake_Brk","Wake_Blk_Kick","Wake_PAT_M","Wake_PAT_Att","Wake_Run","Wake_Rcv","Wake_safety","Wake_Pts","Wake_Punts","Wake_Punts_Yds","Wake_Punts_Avg","Wake_Punts_Lg","Wake_Blkd","Wake_TB","Wake_FB","Wake_50+","Wake_I20","Wake1_FGA","Wake1_FGM","Wake1_Lg","Wake1_Blkd","Wake_Ko","Wake_Ko_Yds","Wake_Ko_Avg","Wake1_TB","Wake_OB","Wake_2gm_TO","Wake_Rush_2gms","Wake_Rush_3gms","Opp_Rushes","Opp_Rushes_Yds","Opp_Rushes_TD","Opp_Rushes_Lg","Opp_Receptions","Opp_Receptions_Yds","Opp_Receptions_TD","Opp_Receptions_Lg","Opp_Pass_Cmp","Opp_Pass_Att","Opp_Pass_Int","Opp_Pass_Yds","Opp_Pass_TD","Opp_Pass_Lg","Opp_KOR","Opp_KOR_Yds","Opp_KOR_TD","Opp_KOR_LG","Opp","Opp.1","Opp_PR_TD","Opp_PR_LG","Opp_Total_Offense","Opp_1st_Downs","Opp_1D-Ru","Opp_1D-Pa","Opp_1D-Pn","Opp_Solo","Opp_Ast","Opp_Total_Tackles","Opp_TFL","Opp_TFL_Yds","Opp_Sacks","Opp_Sacks_Yds","Opp_FF","Opp_FR","Opp_Fumble_Yds","Opp_Int","Opp_Int_Yds","Opp_QBH","Opp_Brk","Opp_Blk_Kick","Opp_PAT_Att","Opp_PAT_M","Opp_Run","Opp_Rcv","Opp_Safety","Opp_Pts","Opp_Punts","Opp_Punts_Yds","Opp_Punts_Avg","Opp_Punts_Lg","Opp_Blkd","Opp_TB","Opp_FC","Opp_50+","Opp_I20","Opp1_FGA","Opp1_FGM","Opp1_Lg","Opp1_Blk","Opp_Ko","Opp_Yds_10","Opp1_Avg","Opp1_TB","Opp_OB","Opp_YPC","Opp_YPA","Opp_Tot_Off_Plays","Opp_YPP","alltimefb_W/L","alltimefb_Score","alltimefb_WFU","alltimefb_Opp","alltimefb_Margin","alltimefb_Calc","alltimefb_ATT","alltimefb_Opp Conf","alltimefb_H A","alltimefb_ACC Rec after for WF","alltimefb_Opp Rec before gm","alltimefb_WF Rank","alltimefb_WF AP","alltimefb_WF Coach","alltimefb_WF CFP","alltimefb_Opp Rank","alltimefb_Opp AP","alltimefb_Opp Coaches Poll","alltimefb_Opp CFP","alltimefb_Notes","alltimefb_WF Record (after)","alltimefb_Coach Rec","alltimefb_Coach","alltimefb_Opp Coach","alltimefb_Pts Combo","alltimefb_OT","alltimefb_Season Win #","alltimefb_Season #","alltimefb_Gm #","alltimefb_Surface","alltimefb_State","alltimefb_Jersey","alltimefb_Pants","alltimefb_Helmet","alltimefb_Game Time","alltimefb_Night","alltimefb_PDF","alltimefb_<17","alltimefb_Temp","alltimefb_Weather","alltimefb_TV","alltimefb_PxP","alltimefb_Analyst","alltimefb_Sideline","alltimefb_Analyst__1","alltimefb_Level","alltimefb_Division","alltimefb_Toss","alltimefb_Choice","alltimefb_Bye","alltimefb_Gm #__1","alltimefb_Check","alltimefb_ACC Opener","alltimefb_ACC Hm Opener","alltimefb_Homecoming","alltimefb_Big 4","alltimefb_0-1L-Nov","alltimefb_Final Play","alltimefb_NFL Stadium","alltimefb_ATW","alltimefb_ATL","alltimefb_ATT__1","alltimefb_AT Pct","alltimefb_Bowl","alltimefb_Discrepancies","alltimefb_Nickname","alltimefb_LINK","alltimefb_Coastal-Atlantic","alltimefb_Starting QB","alltimefb_WF Poss","alltimefb_TD","alltimefb_FG","alltimefb_Punt","alltimefb_L/TO","alltimefb_MFG","alltimefb_Dns","alltimefb_Time","alltimefb_TOT","alltimefb_Opp Dr","alltimefb_TD__1","alltimefb_FG__1","alltimefb_Punt__1","alltimefb_L/TO__1","alltimefb_Dns__1","alltimefb_MFG__1","alltimefb_Time__1","alltimefb_TOT__1","alltimefb_Off Drs","alltimefb_3-and-out","alltimefb_Def Drs","alltimefb_3 and out","alltimefb_Non-Sat","alltimefb_Opp W","alltimefb_Opp L","alltimefb_Opp T","alltimefb_Opp Bowl","alltimefb_Line","alltimefb_TV Viewers","alltimefb_TV rating","alltimefb_Conf gm","alltimefb_1st 3 gms","alltimefb_1st 4 gms","alltimefb_Pts Ald-4","alltimefb_5 gms-PF","alltimefb_30 pt gms","alltimefb_X__1","alltimefb_Upset"
"700","Oct. 8",2011,"FLORIDA STATE",1054,"W",38,128,0,57,"22","263",4,40,"22","36","0","263",4,40,5,99,"0",29,1,4,0,4,391,74,"19",5,11,3,42,28,70,"6","29","2","17","2","1","0","4","78",3,7,0,"4","3",0,"0",1,35,"7","260",37.1,45,0,1,"0","0",2,2,2,32,0,7,459,65.6,2,0,783,232,381,27,110,2,23,25,315,"2",46,"25",46,4,"315",2,46,5,117,0,29,5,51,0,23,425,"25",9,"12","4",47,22,69,10,53,"4",34,0,0,"0","0","0",2,5,1,3,3,0,0,0,30,3,139,46.3,60,0,0,0,1,0,1,1,40,0,6,387,64.5,1,0,4.07407407407407,6.84782608695652,73,5.82191780821918,"W","35-30",35,30,5,"W",33116,"ACC","H","3-0","2-2",NA,NA,NA,NA,"23, 22","23","22",NA,NA,"4-1","66-61","Jim Grobe","Jimbo Fisher",65,NA,4,5,1055,"Turf","FL","Black","Black","Pro Gloss","12:30",NA,NA,NA,"67","sunny","ACC Network","Steve Martin","David Archer","Scott Pryzwansky",NA,NA,"BCS","Won","Receive",NA,1054,NA,NA,NA,NA,NA,NA,NA,NA,"418",NA,NA,NA,NA,NA,"Seminoles",NA,"Atlantic","Price",15,4,2,7,0,0,0,2,15,14,4,1,3,6,0,0,NA,14,NA,NA,NA,NA,NA,9,4,NA,"Champs","10",NA,NA,"Y",NA,NA,NA,173,NA,NA,NA
"701","Oct. 15",2011,"VIRGINIA TECH",1055,"L",31,59,0,14,"20","261",2,79,"20","36","1","261",2,79,3,70,"0",29,2,1,0,1,320,67,"17",8,9,0,44,30,74,"7","30","1","14","0","0","0","0","0",1,8,0,"2","2",0,"0",0,17,"7","301",43,49,0,0,"2","0",0,1,1,28,0,4,251,62.8,1,0,711,187,291,40,193,3,57,17,280,"2",44,"17",32,0,"280",2,44,3,36,0,18,4,26,0,12,473,"19",8,"11","0",38,26,64,9,52,"4",35,0,0,"0","1","1",1,3,0,5,5,0,0,0,38,7,295,42.1,58,0,1,1,2,3,1,1,24,0,7,450,64.3,3,1,4.825,8.75,72,6.56944444444444,"L","17-38",17,38,-21,"L",35026,"ACC","H","3-1","5-1","ARV",NA,NA,NA,"17, 19","19","17",NA,NA,"4-2","66-62","Jim Grobe","Frank Beamer",55,NA,NA,6,1056,"Turf","VA","Black","Black","Pro Gloss","6:30","N",NA,NA,"64","Clear","ESPN3","Dave Weekly","Rene Ingoglia","Angela Mallen",NA,NA,"Power 5","Lost","Receive",NA,1055,NA,NA,NA,"X",NA,NA,NA,NA,NA,"604",NA,NA,NA,NA,"Hokies",NA,"Coastal","Price",14,2,1,7,1,0,1,2,14,13,5,1,7,0,0,0,0,13,NA,NA,NA,NA,NA,11,3,NA,"ACCCG/Sugar","6.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"702","Oct. 22",2011,"DUKE",1056,"W",26,90,1,23,"15","215",2,66,"15","25","0","215",2,66,5,93,"0",34,1,-1,0,0,305,51,"13",5,8,0,58,40,98,"8","26","2","13","0","0","0","1","36",2,6,0,"3","3",0,"0",0,24,"7","267",38.1,45,0,0,"3","0",0,1,1,38,0,5,341,68.2,1,0,625,149,277,44,148,2,27,29,224,"0",26,"29",47,1,"224",0,26,4,105,0,35,4,25,0,13,372,"25",11,"9","5",31,20,51,8,41,"4",21,0,0,"0","0","0",4,4,0,2,2,0,0,0,23,5,192,38.4,44,0,1,1,0,2,3,3,38,0,6,389,64.8,1,0,3.36363636363636,4.76595744680851,91,4.08791208791209,"W","24-23",24,23,1,"W",22258,"ACC","A","4-1","3-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-2","67-62","Jim Grobe","David Cutcliffe",47,NA,5,7,1057,"Grass","NC","White","Gold","Pro Gloss","12:30",NA,NA,NA,"61","Sunny, clear","ACC Network","Tim Brant","David Archer","Mike Hogewood",NA,NA,"BCS","Lost","Receive",NA,1056,NA,NA,NA,NA,"W",NA,NA,NA,"419",NA,NA,NA,NA,NA,"Blue Devils",NA,"Coastal","Price",13,3,1,7,0,0,0,2,13,12,2,3,5,1,1,0,0,12,NA,NA,NA,NA,NA,3,9,NA,NA,"-3",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"703","Oct. 29",2011,"NORTH CAROLINA",1057,"L",26,121,3,30,"22","210",0,41,"22","37","4","210",0,41,8,125,"0",24,2,19,0,6,331,63,"18",9,9,0,46,32,78,"9","33","2","16","1","1","0","0","0",2,2,1,"3","3",0,"0",0,24,"3","147",49,59,0,0,"0","2",1,1,1,22,0,5,288,57.6,2,1,636,211,270,47,224,4,54,21,338,"3",48,"21",28,0,"338",3,48,1,24,0,24,1,0,0,0,562,"22",10,"11","1",35,30,65,6,19,"1",9,1,1,"0","4","22",1,3,0,7,7,0,0,0,49,3,95,31.7,33,1,0,0,0,0,1,0,0,0,8,474,59.2,0,0,4.76595744680851,12.0714285714286,75,7.49333333333333,"L","24-49",24,49,-25,"L",57000,"ACC","A","4-2","5-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-3","67-63","Jim Grobe","Everett Withers",73,NA,NA,8,1058,"Grass","NC","White","Black","Pro Gloss","3:30",NA,NA,NA,"52","Partly sunny","ESPNU","Pam Ward","Dan Hawkins",NA,NA,NA,"Power 5","Won","Receive",NA,1057,NA,NA,NA,NA,"L",NA,NA,NA,NA,"605",NA,NA,NA,NA,"Tar Heels",NA,"Coastal","Price",14,3,1,3,5,0,1,1,14,14,7,0,4,1,0,1,1,14,NA,NA,NA,NA,NA,7,6,NA,"Independence","6.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"704","Nov. 5",2011,"NOTRE DAME",1058,"L",37,110,1,14,"17","187",1,25,"17","24","0","187",1,25,5,136,"0",59,1,-2,0,0,297,61,"21",7,13,1,31,38,69,"2","10","0","0","1","0","0","2","54",1,2,0,"2","2",0,"0",0,17,"5","187",37.4,44,0,0,"1","0",2,2,1,46,0,4,237,59.2,0,0,628,231,321,38,175,1,27,14,166,"2",38,"14",24,2,"166",2,38,4,115,0,41,0,0,0,0,341,"20",10,"9","1",40,26,66,7,33,"3",21,1,1,"0","0","0",0,2,0,3,3,0,0,0,24,4,145,36.2,51,0,0,1,1,1,1,1,44,0,5,319,63.8,0,0,4.60526315789474,6.91666666666667,62,5.5,"L","17-24",17,24,-7,"L",36307,"Ind","H",NA,"5-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-4","67-64","Jim Grobe","Brian Kelly",41,NA,NA,9,1059,"Turf","IN","Black","Black","Pro Gloss","8:00","N",NA,NA,"44","Clear","ABC","Mark Jones","Ed Cunningham",NA,NA,NA,"BCS","Lost","Receive",NA,1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,"606","33",0.0258215962441315,NA,NA,"Fighting Irish",NA,NA,"Price",11,2,1,5,1,1,0,1,11,11,3,1,4,2,0,0,1,11,NA,NA,NA,NA,NA,8,5,NA,"Champs","13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Nov. 12",2011,"CLEMSON",1059,"L",35,145,2,33,"24","172",1,18,"24","37","0","172",1,18,5,59,"0",18,3,63,1,50,317,72,"22",9,10,3,55,24,79,"2","3","0","0","1","1","0","2","37",2,7,0,"4","4",0,"0",0,28,"5","219",43.8,55,0,2,"0","1",1,2,0,0,0,5,332,66.4,1,0,614,255,376,42,179,2,23,27,343,"2",24,"27",44,2,"343",2,24,4,103,0,32,1,3,0,3,522,"27",8,"19","0",52,18,70,4,16,"1",13,1,0,"0","0","0",4,3,0,4,4,0,0,0,31,3,116,38.7,40,0,0,0,0,0,1,2,43,0,5,307,61.4,0,0,4.26190476190476,7.79545454545455,86,6.06976744186047,"L","28-31",28,31,-3,"L",78375,"ACC","A","4-3","8-1",NA,NA,NA,NA,"9, 10","9","10",NA,NA,"5-5","67-65","Jim Grobe","Dabo Swinney",59,NA,NA,10,1060,"Grass","SC","White","Gold","Pro Gloss","12:00",NA,NA,NA,"65","Sunny","ESPNU","Rob Stone","Danny Kanell",NA,NA,NA,"BCS","Won","Receive",NA,1059,NA,NA,NA,NA,NA,"L","CU FG",NA,"`","607",NA,NA,NA,NA,"Tigers",NA,"Atlantic","Price",13,4,0,5,0,2,1,1,13,13,4,1,3,3,1,1,0,13,NA,NA,NA,NA,NA,10,4,NA,"ACCCG/Orange","16.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"706","Nov. 19",2011,"MARYLAND",1060,"W",48,194,1,38,"20","320",3,64,"20","32","0","320",3,64,3,73,"0",27,1,0,0,0,514,80,"23",12,11,0,47,18,65,"4","8","0","0","1","1","2","0","0",2,6,0,"4","4",0,"0",0,31,"5","195",39,45,1,1,"1","0",1,1,1,25,0,6,376,62.7,1,0,831,339,449,34,229,0,47,20,186,"1",31,"20",42,0,"186",1,31,5,86,0,29,3,9,0,8,415,"22",12,"8","2",49,22,71,8,38,"3",22,0,0,"0","0","0",1,4,1,1,1,0,0,0,10,6,212,35.3,45,0,0,2,0,2,1,3,42,0,3,200,66.7,0,0,6.73529411764706,4.42857142857143,76,5.46052631578947,"W","31-10",31,10,21,"W",30112,"ACC","H","5-3","2-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-5","68-65","Jim Grobe","Randy Edsall",41,NA,6,11,1061,"Turf","MD","Gold","Black","Pro Gloss","3:00",NA,NA,NA,"51","Partly cloudy","Fox Sports Net","Rich Waltz","Keith Jones","Jenn Hildreth",NA,NA,"BCS","Won","Receive",NA,1060,NA,NA,NA,NA,NA,NA,NA,NA,"420",NA,NA,NA,NA,NA,"Terrapins",NA,"Atlantic","Price",14,4,1,6,0,0,1,2,14,13,1,1,6,1,2,2,NA,13,NA,NA,NA,NA,NA,2,10,NA,NA,"-10.5",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"707","Nov. 26",2011,"VANDERBILT",1061,"L",32,146,0,18,"19","183",1,28,"19","38","0","183",1,28,7,139,"0",35,1,1,0,1,329,70,"17",11,6,0,44,30,74,"3","4","0","0","0","0","0","0","0",1,4,0,"1","1",0,"0",0,7,"7","303",43.3,54,0,0,"2","2",3,0,0,0,0,2,138,69,0,0,843,340,485,55,297,3,40,8,184,"2",73,"8",16,0,"184",2,73,2,57,0,33,1,1,0,1,481,"24",19,"3","2",47,20,67,5,20,"1",9,2,1,"0","0","0",0,6,0,5,5,0,0,0,41,4,186,46.5,62,0,0,1,1,3,2,2,33,0,8,519,64.9,1,0,5.4,11.5,71,6.77464788732394,"L","7-41",7,41,-34,"L",28020,"SEC","H",NA,"5-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6-6","68-66","Jim Grobe","James Franklin",48,NA,NA,12,1062,"Turf","TN","Black","Black","Pro Gloss","3:30",NA,NA,NA,"65","Sunny","ESPNU","Rob Stone","Danny Kanell",NA,NA,NA,"Power 5","Won","Receive",NA,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,"608",NA,NA,NA,NA,"Commodores",NA,NA,"Price",12,1,0,7,1,0,3,NA,12,13,5,2,4,0,0,0,2,13,NA,NA,NA,NA,NA,6,7,NA,"Liberty","-1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Dec. 30",2011,"MISSISSIPPI STATE",1062,"L",38,63,2,14,"26","224",0,32,"26","48","0","224",0,32,4,58,"0",30,1,5,0,5,287,86,"21",7,12,2,41,24,65,"4","25","1","11","2","2","0","2","18",0,1,0,"2","2",0,"0",0,17,"8","320",40,49,0,1,"1","0",1,2,1,46,1,4,237,59.2,0,0,616,209,403,39,253,2,72,12,129,"1",37,"12",20,2,"129",1,37,4,106,0,50,4,23,0,13,382,"14",9,"4","1",54,12,66,12,40,"6",31,0,0,"0","0","0",2,4,1,3,2,0,0,0,23,5,206,41.2,45,0,1,1,0,2,1,1,33,0,5,313,62.6,1,0,6.48717948717949,6.45,59,6.47457627118644,"L","17-23",17,23,-6,"L",55208,"SEC","N",NA,"6-6",NA,NA,NA,NA,NA,NA,NA,NA,"Music City Bowl","6-7","68-67","Jim Grobe","Dan Mullen",40,NA,NA,13,1063,"Grass","MS","Black","Gold","Pro Gloss","5:40","N",NA,NA,"53","Partly cloudy","ESPN","Mark Jones","Ed Cunningham","Samantha Steele",NA,NA,"BCS","Won","defer/kick",NA,1062,NA,NA,NA,NA,NA,NA,NA,"LP Field",NA,"609",NA,NA,"Music City",NA,"Bulldogs",NA,NA,"Price",15,2,1,8,0,1,2,1,15,15,3,1,5,4,1,0,1,15,NA,NA,NA,NA,"Friday",7,6,NA,"Music City","7",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"709","Sept. 1",2012,"LIBERTY",1063,"W",38,98,1,13,"16","195",1,38,"16","28","1","195",1,38,1,22,"0",22,3,28,0,12,293,66,"14",7,7,0,37,36,73,"5","20","2","11","1","1","12","1","39",2,4,0,"2","2",0,"0",0,20,"8","288",36,50,0,0,"3","1",5,1,0,0,0,4,257,64.2,2,1,580,161,307,33,91,0,15,21,272,"2",47,"21",40,1,"272",2,47,1,23,0,23,3,-11,0,0,363,"16",4,"12","0",38,24,62,6,13,"1",3,2,0,"0","1","2",0,1,0,2,2,0,0,0,17,7,285,40.7,52,0,0,2,1,0,1,2,49,0,4,248,62,2,1,2.75757575757576,6.8,73,4.97260273972603,"W","20-17",20,17,3,"W",27652,"Big South","H",NA,"0-0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-0","69-67","Jim Grobe","Turner Gill",37,NA,1,1,1064,"Turf","VA","Black","Gold","Pro Gloss","6:30","N",NA,NA,"77","Rainy and overcast","ESPN3","Ryan Rose","Stan Lewter",NA,NA,NA,"FCS","Lost","Receive",NA,1063,NA,NA,NA,NA,NA,NA,NA,NA,"421",NA,NA,NA,NA,NA,"Flames",NA,NA,"Price",15,3,0,8,1,1,0,2,15,14,2,1,7,2,1,1,0,14,NA,NA,NA,NA,NA,6,5,NA,NA,"-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Sept. 8",2012,"NORTH CAROLINA",1064,"W",34,64,4,9,"28","362",0,35,"28","39","1","362",0,35,4,76,"0",21,1,-3,0,0,426,73,"24",4,17,3,48,34,82,"8","35","2","15","1","1","0","1","1",1,5,0,"4","4",0,"0",0,28,"7","300",42.9,50,0,1,"2","1",5,1,0,0,0,5,325,65,4,0,719,162,225,42,157,2,28,23,271,"1",32,"23",40,1,"271",1,32,1,21,0,21,3,28,0,16,428,"22",8,"13","1",48,28,76,9,24,"1",6,0,0,"0","1","16",0,3,0,3,3,0,0,0,27,5,235,47,56,0,1,2,3,2,2,2,30,0,6,373,62.2,2,0,3.73809523809524,6.775,82,5.21951219512195,"W","28-27",28,27,1,"W",29526,"ACC","H","1-0","1-0",NA,NA,NA,NA,NA,NA,NA,NA,"Start of game delayed 1:07 by weather","2-0","70-67","Jim Grobe","Larry Fedora",55,NA,2,2,1065,"Turf","NC","Black","Black","Pro Gloss","3:00",NA,NA,NA,"71","Thunderstorms","Fox Sports Net","Paul Kennedy","Keith Jones","Jenn Hildreth",NA,NA,"BCS","Won","Receive",NA,1064,NA,"W","W",NA,"W",NA,"WF TD 2:09 left",NA,"422",NA,NA,NA,NA,NA,"Tar Heels",NA,"Coastal","Price",13,4,0,7,1,1,0,0,13,14,3,2,5,2,0,0,2,14,NA,NA,NA,NA,NA,8,4,NA,NA,"10",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"711","Sept. 15",2012,"FLORIDA STATE",1065,"L",35,43,0,34,"10","83",0,41,"10","24","0","83",0,41,7,102,"0",20,0,0,0,0,126,59,"7",3,2,2,47,22,69,"7","22","3","13","1","1","0","0","0",1,1,0,"0","0",0,"0",0,0,"13","520",40,58,0,1,"5","1",2,0,0,0,0,1,65,65,1,0,552,107,NA,45,385,4,80,19,227,"2",21,"19",28,0,"227",2,21,0,0,0,0,5,89,1,60,612,"27",13,"14","0",41,18,59,11,42,"4",26,0,0,"0","0","0",5,4,0,7,7,0,0,0,52,4,168,42,50,0,1,1,1,3,1,1,19,0,9,582,64.7,2,0,8.55555555555556,8.10714285714286,73,8.38356164383562,"L","0-52",0,52,-52,"L",68833,"ACC","A","1-1","2-0",NA,NA,NA,NA,"5, 6","5-T","6",NA,NA,"2-1","70-68","Jim Grobe","Jimbo Fisher",52,NA,NA,3,1066,"Grass","FL","White","White","Pro Gloss","12:00",NA,NA,NA,"83","Sunny, clear","ESPN","Dave Pasch","Brian Griese","Jenn Brown",NA,NA,"Power 5","Lost","Receive",NA,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,"610",NA,NA,NA,NA,"Seminoles",NA,"Atlantic","Price",15,0,0,13,0,0,1,1,15,15,7,1,4,1,1,0,1,15,NA,NA,NA,NA,NA,12,2,NA,"ACCCG/Orange","28",NA,NA,"Y",48,NA,NA,NA,NA,NA,NA
"712","Sept. 22",2012,"ARMY",1066,"W",38,296,5,63,"15","221",2,47,"15","24","0","221",2,47,1,18,"0",18,2,12,0,11,517,62,"25",15,9,1,56,42,98,"4","8","1","1","1","1","0","0","0",0,1,1,"7","7",0,"0",0,49,"3","112",37.3,50,0,0,"1","1",1,0,0,0,0,8,508,63.5,5,0,643,339,403,77,429,4,33,3,77,"1",45,"3",6,0,"77",1,45,3,85,0,37,1,5,0,5,506,"27",23,"3","1",34,24,58,2,3,"1",1,0,0,"0","0","0",1,1,0,5,4,0,0,0,37,2,80,40,42,0,0,0,0,0,1,1,21,0,6,390,65,5,0,5.57142857142857,12.8333333333333,83,6.09638554216868,"W","49-37",49,37,12,"W",30207,"Ind","H",NA,"0-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-1","71-68","Jim Grobe","Rich Ellerson",86,NA,3,4,1067,"Turf","NY","Black","Black","Pro Gloss","12:30",NA,NA,NA,"77","Sunny","ACC Network","Steve Martin","David Archer","Mike Hogewood",NA,NA,"FBS","Won","Receive",NA,1066,NA,NA,NA,"x",NA,NA,NA,NA,"423",NA,NA,NA,NA,NA,"Black Knights",NA,NA,"Price",11,7,0,3,0,0,0,1,11,11,5,1,2,1,2,0,0,11,NA,NA,NA,NA,NA,2,10,NA,NA,"-7",NA,NA,NA,NA,97,133,NA,NA,NA,NA
"713","Sept. 29",2012,"DUKE",1067,"L",35,167,1,27,"19","230",2,44,"19","38","2","230",2,44,3,55,"0",23,1,12,0,12,397,73,"17",8,9,0,42,34,76,"3","19","1","9","0","0","0","1","3",3,2,0,"3","3",0,"0",0,27,"4","171",42.8,48,0,0,"3","0",1,2,2,45,0,5,318,63.6,3,0,914,463,506,36,123,4,17,30,258,"0",47,"30",40,1,"258",0,47,2,50,0,27,1,3,0,3,381,"22",8,"12","2",38,26,64,4,23,"2",13,2,2,"0","2","20",1,6,0,4,4,0,0,0,34,5,225,45,57,0,0,0,1,2,2,2,35,0,7,462,66,4,0,3.41666666666667,6.45,76,5.01315789473684,"L","27-34",27,34,-7,"L",28743,"ACC","H","1-2","3-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-2","71-69","Jim Grobe","David Cutcliffe",61,NA,NA,5,1068,"Turf","NC","Gold","Black","Pro Gloss","12:30",NA,NA,NA,"68","Rainy and overcast","ACC Network","Steve Martin","David Archer","Scott Pryzwansky",NA,NA,"BCS","Lost","Receive",NA,1067,NA,NA,NA,NA,"L",NA,NA,NA,NA,"611",NA,NA,NA,NA,"Blue Devils",NA,"Coastal","Price",13,3,2,4,4,0,0,0,13,14,4,2,5,1,0,0,2,14,NA,NA,NA,NA,NA,6,7,NA,"Belk","-2",NA,NA,"Y",NA,NA,NA,124,NA,NA,NA
"714","Oct. 6",2012,"MARYLAND",1068,"L",29,71,0,13,"13","170",2,73,"13","38","0","170",2,73,2,26,"0",21,3,35,0,31,241,67,"11",5,5,1,44,22,66,"10","42","3","26","2","2","0","1","0",1,4,0,"2","2",0,"0",0,14,"8","294",36.8,47,0,0,"0","0",1,2,0,0,0,3,154,51.3,2,0,638,238,534,43,53,1,11,14,191,"1",63,"14",25,1,"191",1,63,1,0,0,0,4,20,0,17,244,"12",4,"6","2",33,16,49,7,27,"3",21,1,2,"0","0","0",0,11,0,2,1,0,0,0,19,7,250,35.7,48,0,0,1,0,1,2,3,52,0,5,308,61.6,3,0,1.23255813953488,7.64,68,3.58823529411765,"L","14-19",14,19,-5,"L",40391,"ACC","A","1-3","2-2",NA,NA,NA,NA,NA,NA,NA,NA,"WF suspends 6 before game","3-3","71-70","Jim Grobe","Randy Edsall",33,NA,NA,6,1069,"Turf","MD","White","Gold","Pro Gloss","3:30",NA,NA,NA,"66","Cloudy","ESPNU","Anish Shroff","Dan Hawkins",NA,NA,NA,"BCS","Lost","Receive","Pre",1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,"612",NA,NA,NA,NA,"Terrapins",NA,"Atlantic","Price",17,2,0,8,2,2,2,1,17,17,2,2,7,3,1,1,1,17,NA,NA,NA,NA,NA,4,8,NA,NA,"7",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"715","Oct. 20",2012,"VIRGINIA",1069,"W",41,105,1,16,"8","108",0,41,"8","21","0","108",0,41,2,39,"0",20,3,54,0,60,213,62,"12",8,4,0,33,36,69,"7","43","3","24","2","2","0","1","0",0,4,0,"1","1",0,"0",0,16,"10","445",44.5,54,0,1,"3","3",3,3,3,44,0,5,288,57.6,1,0,454,176,343,32,48,0,15,22,253,"1",56,"22",39,1,"253",1,56,4,62,0,20,4,29,0,25,301,"15",4,"10","1",33,34,67,6,16,"1",9,0,0,"0","0","0",0,10,0,1,1,0,0,0,10,8,323,40.4,49,0,0,4,0,2,1,2,30,0,3,175,58.3,1,0,1.5,6.48717948717949,71,4.23943661971831,"W","16-10",16,10,6,"W",41167,"ACC","A","2-3","2-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-3","72-70","Jim Grobe","Mike London",26,NA,4,7,1070,"Grass","VA","White","Black","Pro Gloss","12:30",NA,NA,NA,"64","Sunny","ACC Network","Tim Brant","David Archer","Mike Hogewood",NA,NA,"BCS","Won","defer/kick","Post",1069,NA,NA,NA,NA,NA,NA,NA,NA,"424",NA,NA,NA,NA,NA,"Cavaliers",NA,"Coastal","Price",15,1,3,10,0,0,0,1,15,15,1,1,8,3,0,1,1,15,NA,NA,NA,NA,NA,4,8,NA,NA,"3",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
