Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
Sr,LB,"Dawson, Grant",2017,13,57,33,90,1.5,39,2.5,18,0,0,0,1,1,0,0,1,,,90,0,1,,,1
Sr,LB,"Williams, Jaboree",2017,13,56,29,85,13.0,33,2.5,14,2,60,0,3,2,2,0,0,,,85,0,5,,,5
Sr,DE,"Dunn, Wendell",2017,13,26,20,46,7.0,52,3,37,0,0,0,2,6,0,0,3,1,,46,0,2,,,2
Sr,DE,"Ejiofor, Duke",2017,12,26,17,43,16.5,79,6.5,46,0,0,0,1,9,0,0,2,,,43,0,1,,,1
Sr,QB,"Wolford, John",2017,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,,
So,S,"Bates, Jessie",2017,11,50,29,79,6.0,12,0,0,1,37,0,5,0,0,0,1,,,79,0,6,,,6
So,CB,"Bassey, Essang",2017,13,52,23,75,6.0,11,0,0,3,30,1,16,0,0,0,0,,,75,0,19,,,19
So,CB,"Henderson,, Amari",2017,13,51,11,62,1.5,4,0,0,2,0,0,12,0,0,0,0,,,62,0,14,,,14
So,LB,"Strnad, Justin",2017,13,32,19,51,8.5,34,4.5,22,3,44,0,1,1,1,0,2,,,51,0,4,,,4
So,DT,"Bateman, Elontae",2017,13,11,11,22,4.5,8,1,2,0,0,0,0,0,0,0,0,,,22,0,0,,,0
So,TE,"Freudenthal, Jack",2017,13,5,4,9,0.0,0,0,0,0,0,0,0,0,0,0,0,,,9,0,0,,,0
So,DE,"Black, Paris",2017,9,5,1,6,1.0,7,1,7,0,0,0,0,0,1,0,0,,,6,0,0,,,
So,WR,"Claude, Steve",2017,12,3,3,6,0.0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,,,
So,LS,"Diemel, Dayton",2017,13,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,,,
So,CB,"Grate, Malik",2017,4,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,,,
So,LB,"Mays, Nate",2017,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,,,
So,P,"Maggio, Dom",2017,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,
So,RB,"Carney, Cade",2017,8,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,
So,WR,"Washington, Scotty",2017,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,,,
So,PK,"Brown, Ben",2017,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,,
RS,S,"Masterson, Luke",2017,13,34,8,42,1.0,1,0,0,0,0,0,3,0,0,0,0,,,42,0,3,,,3
RS,DE,"Basham, Carlos",2017,13,15,9,24,2.0,2,0,0,0,0,0,3,3,1,0,0,,1,24,0,3,,,3
RS,LB,"Williams, Ja'Cquez",2017,12,17,4,21,2.0,7,1,4,0,0,0,1,1,0,0,0,,,21,0,1,,,1
RS,DT,"Kamara, Sulaiman",2017,12,6,6,12,3.0,6,0,0,0,0,0,0,2,1,0,0,,,12,0,0,,,0
Jr,S,"Glenn, Cam",2017,13,65,33,98,3.5,12,0,0,2,16,,7,2,0,0,1,,,98,0,9,,,9
Jr,LB,"Kemp, Demetrius",2017,13,44,19,63,1.5,4,1,3,1,0,0,1,2,1,0,3,,,63,0,2,,,2
Jr,DT,"Yarbary, Willie",2017,13,14,16,30,7.5,21,4,17,0,0,0,1,4,0,0,0,,,30,0,1,,,1
Jr,DT,"Rodney, Zeek",2017,12,14,15,29,8.5,28,1,11,0,0,0,0,5,0,0,0,0,,29,0,0,,,0
Jr,DE,"Calhoun, Chris",2017,13,10,11,21,1.5,3,0,0,0,0,0,1,3,0,0,1,,,21,0,1,,,1
Jr,WR,"Wade, Chuck",2017,13,6,1,7,0.0,0,0,0,0,0,0,0,0,0,0,0,,,7,0,0,,,
Jr,WR,"Bachman, Alex",2017,12,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,0,,,5,0,0,,,
Jr,WR,"Lewis, Cortez",2017,11,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,0,,,
Jr,WR,"Hines, Tabari",2017,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,,
Jr,LB,"McNeil, Kalin",2017,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,,
Jr,OG,"Osterhage, Patrick",2017,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,,
GRAD,DT,"Young, Deon",2017,6,4,1,5,0.0,0,0,0,0,0,0,0,1,0,0,0,,,5,0,0,,,
GRAD,CB,"Jiles, Cedric",2017,5,1,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,,,1,0,1,,,
Fr,CB,"Taylor, Ja'Sir",2017,13,24,3,27,0.0,0,0,0,0,0,0,5,0,0,0,0,,,27,0,5,,,5
Fr,S,"Davis, Coby",2017,13,8,2,10,0.0,0,0,0,0,0,0,2,0,0,0,0,,,10,0,2,,,2
Fr,LB,"Taylor, D.J.",2017,6,5,0,5,1.0,3,0,0,0,0,0,0,0,0,0,0,,,5,0,0,,,
Fr,LB,"Simpson, Jake",2017,13,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,0,0,,,
SR,LB,"Lee, Marquel",2016,13,63,42,105,20.0,68,7.5,46,,,,,4,,,3,,,105,,,8.1,,0
SR,LB,"Brown, Thomas",2016,13,40,25,65,8.5,43,4,25,,,,4,4,,,2,,,65,,,5.0,,4
Sr,CB,"Watson, Brad",2016,13,49,14,63,1.0,1,0,0,2,7,0,6,0,,,2,,,63,,,4.8,,8
Sr,S,"Janvion, Ryan",2016,11,32,14,46,1.5,4,0,0,1,0,0,1,0,1,0,0,,,46,,,4.2,,2
Sr,DT,"Banks, Josh",2016,13,19,15,34,8.0,51,4.5,39,0,0,0,0,4,1,39,1,,,34,,,2.6,,0
Sr,DT,"Lewinson, Shelldon",2016,5,6,2,8,1.0,1,0,0,0,0,0,0,3,1,0,0,0,,8,,,1.6,,0
SR,FB,"Argenzio, Charles",2016,13,,,,,,,,,,,,,1,0,,,,,,,,,0
So,S,"Glenn, Cameron",2016,9,26,9,35,1.0,1,0,0,1,41,0,0,0,3,88,1,,,35,,,3.9,,1
So,LB,"Kemp, Demetrius",2016,10,20,11,31,4.0,16,1,10,0,0,0,1,1,0,0,1,,,31,,,3.1,,1
So,DT,"Yarbary, Willie",2016,12,13,8,21,2.5,27,2.5,27,0,0,0,1,0,0,0,0,,,21,,,1.8,,1
So,DE,"Stewart, Chris",2016,12,12,8,20,4.0,17,2.5,9,0,0,0,3,2,0,0,0,1,,20,,,1.7,,3
So,DE,"Calhoun, Chris",2016,13,6,6,12,1.0,2,1,2,0,0,0,1,1,0,0,0,,,12,,,0.9,,1
So,CB,"Austin, Dionte",2016,12,7,0,7,,,,,,,,,,,,,,,7,,,0.6,,0
So,WR,"Wade, Chuck",2016,13,2,1,3,,,,,,,,,,1,0,,,,3,,,0.2,,0
So,OG,"Haynes, Phil",2016,13,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
So,LB,"McNeil, Kalin",2016,7,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
So,LS,"Wilson, Garrett",2016,6,0,1,1,,,,,,,,,,,,,,,1,,,0.2,,0
RS,CB,"Henderson, Amari",2016,11,13,7,20,0.0,0,0,0,1,0,0,9,0,1,0,0,,,20,,,1.8,,10
RS,LB,"Strnad, Justin",2016,13,12,7,19,0.0,0,0,0,0,0,0,0,0,0,0,0,,,19,,,1.5,,0
RS,DE,"Black, Paris",2016,12,4,3,7,0.0,0,0,0,0,0,0,1,1,0,0,0,,,7,,,0.6,,1
RS,LB,"Mays, Nate",2016,13,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,,,0.3,,0
RS,WR,"Claude, Steven",2016,12,2,2,4,,,,,,,,,,,,,,,4,,,0.3,,0
RS,DT,"Bateman, Elontae",2016,4,1,2,3,1.0,1,,,,,,,,,,,,,3,,,0.8,,0
RS,OT,"Benzinger, Jake",2016,11,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
Jr,DE,"Ejiofor, Duke",2016,13,30,20,50,17.0,113,10.5,93,1,1,0,4,4,2,0,2,,,50,,,3.8,,5
Jr,LB,"Williams, Jaboree",2016,11,21,15,36,5.5,23,2,16,0,0,0,0,2,,,,,,36,,,3.3,,0
Jr,S,"Okonye, Josh",2016,13,21,15,36,0.5,0,0,0,0,0,0,3,1,1,0,,,,36,,,2.8,,3
Jr,LB,"Dawson, Grant",2016,13,21,14,35,2.5,0,0,0,1,6,0,1,1,,,,,,35,,,2.7,,2
Jr,DE,"Dunn, Wendell",2016,13,23,9,32,6.0,15,2.5,12,0,0,0,0,1,1,0,0,,,32,,,2.5,,0
Jr,DE,"Thomas-Jackson, Julian",2016,13,6,6,12,3.0,22,3,22,0,0,0,1,1,0,0,1,,,12,,,0.9,,1
Jr,TE,"Serigne, Cam",2016,12,1,1,2,,,,,,,,,,,,,,,2,,,0.2,,0
Jr,QB,"Wolford, John",2016,12,2,0,2,,,,,,,,,,,,,,,2,,,0.2,,0
Jr,S,"Wortham, Desmond",2016,12,2,0,2,,,,,,,,,,,,,,,2,,,0.2,,0
Jr,DT,"Lamot, Ali",2016,5,1,0,1,1.0,1,,,,,,,1,,,,,,1,,,0.2,,0
Jr,PK,"Weaver, Mike",2016,13,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
RS,S,"Bates, Jessie",2016,13,70,30,100,3.5,7,,,5,158,2,4,1,,,1,,,100,,,7.7,,9
FR,CB,"Bassey, Essang",2016,13,16,3,19,1.5,2,0,0,0,0,0,3,0,1,0,1,,,19,,,1.5,,3
FR,S,"Redd, Traveon",2016,11,7,4,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,11,,,1.0,,0
FR,RB,"Carney, Cade",2016,10,2,0,2,,,,,,,,,,,,,,,2,,,0.2,,0
FR,P,"Maggio, Dom",2016,13,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
FR,LS,"Diemel, Dayton",2016,7,,,,,,,,,,,,,1,,,,,,,,,,0
Sr,LB,"Chubb, Brandon",2015,12,52,55,107,8.5,26,0.5,3,0,0,0,2,6,1,0,0,0,0,107,0,2,8.9,,2
Sr,LB,"Williams, Hunter",2015,12,32,28,60,7.5,26,2,13,1,17,,0,1,0,0,0,0,0,60,0,1,5.0,,1
Sr,DT,"Harris, Tylor",2015,12,11,5,16,3.5,15,1.5,10,0,0,0,2,0,0,0,0,1,0,16,0,2,1.3,,2
So,DE,"Dunn, Wendell",2015,12,18,17,35,7.5,25,1,7,0,0,0,0,0,0,0,1,0,0,35,0,0,2.9,,0
So,DE,"Ejiofor, Duke",2015,7,13,15,28,7.5,38,4.5,32,0,0,0,0,2,0,0,0,0,1,28,0,0,4.0,,0
So,DT,"Rodney, Zeek",2015,12,7,15,22,2.0,5,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,1.8,,0
So,LB,"Dawson, Grant",2015,12,6,10,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1.3,,0
So,CB,"Okonye, Josh",2015,12,12,3,15,1.5,8,1,7,0,0,0,0,0,0,0,0,0,0,15,0,0,1.3,,0
So,LB,"Williams, Jaboree",2015,12,6,7,13,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,13,0,1,1.1,,1
So,DE,"Jackson, Julian",2015,11,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.4,,0
So,DB,"Davis, Deonte",2015,2,0,1,1,,,,,,,,,,,,,,,1,,,0.5,,0
So,CB,"Dillon, Thomas",2015,2,1,0,1,,,,,,,,,,,,,,,1,,,0.5,,0
So,QB,"Wolford, John",2015,11,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
So,PK,"Weaver, Mike",2015,1,0,1,,,,,,,,,,,,,,,,1,,,0.0,,0
RS,S,"Glenn, Cameron",2015,10,24,14,38,0.5,2,0,0,1,0,0,1,0,0,0,0,0,0,38,0,2,3.8,,2
RS,LB,"Kemp, Demetrius",2015,12,11,7,18,2.0,5,0,0,1,7,0,0,1,0,0,0,0,0,18,0,1,1.5,,1
RS,DT,"Stewart, Chris",2015,12,9,6,15,1.5,3,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1.3,,0
RS,LB,"Wary, Zack",2015,8,7,5,12,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1.5,,0
RS,DT,"Yarbary, Willie",2015,12,4,7,11,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0.9,,0
RS,LB,"McNeil, Kalin",2015,69,2,0,2,,,,,,,,,1,,,,,,2,0,,0.0,,0
RS,DE,"Shaw, Rashawn",2015,5,0,2,2,,,,,,,,,1,,,,,,2,0,,0.4,,0
RS,OT,"Herron, Justin",2015,12,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
RS,WR,"Lewis, Cortez",2015,12,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
Jr,CB,"Watson, Brad",2015,12,47,25,72,2.5,10,1,7,2,18,,16,0,0,0,1,0,0,72,0,18,6.0,,18
Jr,S,"Janvion, Ryan",2015,11,36,36,72,1.0,1,0,0,0,0,0,1,0,0,0,1,,,72,0,1,6.5,,1
Jr,LB,"Lee, Marquel",2015,12,37,34,71,10.0,41,3,25,0,0,0,1,1,0,0,0,0,0,71,0,1,5.9,,1
Jr,S,"Brown, Thomas",2015,10,16,8,24,3.0,14,2,12,0,0,0,1,2,0,0,0,0,0,24,0,1,2.4,,1
Jr,DT,"Banks, Josh",2015,9,11,13,24,2.0,11,1,9,0,0,0,0,3,1,0,0,0,0,24,0,0,2.7,,0
Jr,DT,"Lewinson, Shelldon",2015,8,8,4,12,0.5,4,0.5,4,0,0,0,1,0,0,0,0,0,0,12,0,1,1.5,,1
Jr,LB,"Matthews, Teddy",2015,12,3,0,3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.3,,0
Jr,TE,"Donatell, Steve",2015,1,0,1,1,1.0,,,,,,,,,,,,,,1,,,1.0,,0
Jr,FB,"Argenzio, Charles",2015,10,0,1,1,,,,,,,,,,,,,,,1,,,0.1,,0
Jr,WR,"Armstrong, John",2015,6,1,0,1,,,,,,,,,,,,,,,1,0,,0.2,,0
Jr,WR,"Harris, Tyree",2015,3,1,0,1,,,,,,,,,,,,,,,1,,,0.3,,0
GS,S,"Dancel, Zach",2015,12,450,20,60,3.0,20,1,13,0,0,0,2,0,1,0,3,0,0,470,410,2,5.0,,2
GS,CB,"Gaulden, Devin",2015,9,7,7,14,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,1.6,,1
Fr,CB,"Austin, Dionte",2015,12,16,6,22,2.0,11,1,10,0,0,0,5,0,0,0,0,0,0,22,0,5,1.8,,5
Fr,DE,"Calhoun, Chris",2015,12,11,9,20,4.0,10,0,0,1,4,0,1,0,0,0,0,0,0,20,0,2,1.7,,2
Fr,WR,"Hines, Tabari",2015,12,2,0,2,,,,,,,,,,,,,,,2,0,,0.2,,0
Fr,RB,"Bell, Tyler",2015,12,1,0,1,,,,,,,,,,,,,,,1,,,0.1,1,0
Fr,QB,"Hinton, Kendall",2015,10,1,0,1,,,,,,,,,,,,,,,1,,,0.1,,0
Sr,LB,"Allen, Zach",2014,12,34,30,64,11.0,41,5,27,0,0,,1,2,1,0,0,0,,64,,1,5.3,,1
Sr,S,"Wooding, Anthony",2014,12,32,29,61,1.5,8,0,0,0,0,,5,0,0,0,0,,,61,,5,5.1,,5
Sr,CB,"Johnson, Kevin",2014,12,32,12,44,3.5,10,0,0,1,2,,6,0,1,0,0,0,,44,,7,3.7,,7
Sr,CB,"Noel, Merrill",2014,12,27,16,43,0.0,0,0,0,3,30,,3,0,0,0,0,0,0,43,,6,3.6,,6
Sr,WR,"Scott, EJ",2014,12,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0.2,,0
Sr,WR,"Terry, Brandon",2014,11,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0.2,,0
Sr,OT,"Ford, Antonio",2014,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0.1,,0
Sr,WR,"James, Matt",2014,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0.1,,0
So,S,"Janvion, Ryan",2014,12,54,61,115,7.0,22,0,0,0,0,,6,0,2,0,1,0,0,115,0,6,9.6,1,6
So,LB,"Lee, Marquel",2014,12,39,62,101,12.0,53,4,34,0,0,,1,1,0,0,1,,,101,,1,8.4,,1
So,S,"Brown, Thomas",2014,12,34,20,54,6.0,24,2,12,0,0,,3,1,0,0,2,,,54,,3,4.5,,3
So,DT,"Banks, Josh",2014,12,19,17,36,7.5,32,4,28,1,72,1,2,3,1,0,1,0,0,36,,3,3.0,,3
So,DT,"Lewinson, Shelldon",2014,12,7,14,21,3.0,12,2,10,0,0,0,0,2,0,0,0,0,0,21,,0,1.8,,0
So,CB,"Watson, Brad",2014,12,12,5,17,0.0,0,0,0,0,0,0,4,0,1,0,0,0,0,17,,4,1.4,,4
So,CB,"Latter, Jalen",2014,11,8,3,11,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,,2,1.0,,2
So,LB,"Donatell, Steve",2014,12,2,6,8,1.0,3,0,0,0,0,0,1,1,0,0,1,1,,8,,1,0.7,,1
So,LB,"Matthews, Teddy",2014,10,2,2,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0.4,,0
So,RB,"Argenzio, Charles",2014,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.1,,0
So,WR,"Crump, Jared",2014,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.1,,0
Jr,LB,"Chubb, Brandon",2014,12,53,56,109,6.5,30,3,19,0,0,,3,6,1,0,2,,,109,,3,9.1,,3
Jr,LB,"Williams, Hunter",2014,12,31,29,60,7.0,32,1,3,1,32,,2,0,2,0,0,0,,60,,3,5.0,,3
Jr,DT,"Harris, Tylor",2014,10,12,13,25,3.5,16,1,9,0,0,0,0,0,4,0,1,3,0,25,,0,2.5,,0
Jr,DE,"Floyd, Desmond",2014,10,7,5,12,2.0,15,1.5,13,0,0,0,1,4,0,0,0,0,0,12,,1,1.2,,1
Jr,CB,"Ramsey, Allen",2014,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.1,,0
Fr,DE,"Dunn, Wendell",2014,12,17,26,43,7.5,14,0.5,0,0,0,,2,2,0,0,2,,,43,,2,3.6,,2
Fr,LB,"Dawson, Grant",2014,12,6,9,15,0.5,2,0,0,0,0,0,1,0,0,0,0,0,0,15,,1,1.3,,1
Fr,CB,"Okonye, Josh",2014,12,12,2,14,1.5,7,0.5,6,0,0,0,0,0,0,0,0,0,0,14,,0,1.2,,0
Fr,LB,"Williams, Jaboree",2014,12,8,5,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,0,1.1,,0
Fr,DE,"Ejiofor, Duke",2014,10,10,2,12,2.0,11,2,11,0,0,0,1,1,0,0,0,0,0,12,,1,1.2,,1
Fr,DT,"Rodney, Zeek",2014,9,2,5,7,2.0,9,1.5,6,0,0,0,0,0,0,0,0,0,0,7,,0,0.8,,0
Fr,S,"Thomas-Jackson, Julian",2014,11,3,4,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,0,0.6,,0
Fr,PK,"Centers, Adam",2014,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.1,,0
Fr,DT,"Lamot, Ali",2014,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.3,,0
Fr,QB,"Wolford, John",2014,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0.1,,0
Sr,NT,"Whitlock, Nikita",2013,12,57,25,82,19.0,98,9,74,0,0,0,3,7,,,2,2,,,,3,6.8,,3
Sr,LB,"Olson, Mike",2013,12,55,26,81,2.0,3,0.5,0,1,0,,4,2,,,2,1,,,,5,6.8,,5
Sr,OLB,"Jackson, Justin",2013,12,34,22,56,5.5,26,2,19,1,63,1,2,4,1,2,,,,,,3,4.7,,3
Sr,DE,"Thompson, Zach",2013,11,26,16,42,12.0,55,5,35,,,,2,4,,,1,,,,,2,3.8,,2
Sr,S,"Marshall, AJ",2013,8,31,11,42,4.0,6,,,1,9,,1,,,,,,,,,2,5.3,,2
Sr,DE,"Redding, Kris",2013,12,12,13,25,1.5,4,0,0,0,0,0,0,3,,,,,,,,0,2.1,,0
Sr,TE,"Bishop, Spencer",2013,12,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
Sr,QB,"Price, Tanner",2013,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
So,LB,"Chubb, Brandon",2013,12,57,31,88,3.0,7,,,1,29,,2,,,,,,,,,3,7.3,,3
So,OLB,"Williams, Hunter",2013,11,18,21,39,2.5,7,0.5,1,,,,,2,2,0,,,,,,0,3.5,,0
So,CB,"Ramsey, Allen",2013,10,11,9,20,,,,,,,,,,,,,,,,,0,2.0,,0
So,DE,"Floyd, Desmond",2013,11,7,4,11,3.0,27,1,5,,,,3,1,,,,,,,,3,1.0,,3
So,DE,"Harris, Tylor",2013,11,5,5,10,2.0,12,1,7,,,,,,,,,,,,,0,0.9,,0
So,PK,"Hedlund, Chad",2013,12,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
So,WR,"Ragland, Sherman",2013,8,1,1,2,,,,,,,,,,,,,,,,,0,0.3,,0
So,S,"Ward, James",2013,11,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
So,OT,"Goodwin, Hunter",2013,9,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
RS,S,"Janvion, Ryan",2013,12,61,34,95,2.5,4,0,0,1,1,,0,0,1,0,0,,,,,1,7.9,1,1
RS,LB,"Matthews, Teddy",2013,12,14,6,20,1.0,9,1,9,,,,,,,,,,,,,0,1.7,,0
RS,DE,"Banks, Josh",2013,10,9,4,13,2.0,9,1,8,,,,3,2,1,0,1,,,,,3,1.3,,3
RS,OLB,"Jones, Kevis",2013,8,4,3,7,1.5,10,1,7,1,6,,1,,,,,,,,,2,0.9,,2
RS,OLB,"Donatell, Steve",2013,3,2,1,3,0.5,0,0.5,0,,,,,,,,,,,,,0,1.0,,0
RS,WR,"Crump, Jared",2013,11,2,0,2,,,,,,,,,,,,,,,,,0,0.2,,0
RS,QB,"Cameron, Tyler",2013,3,1,0,1,,,,,,,,,,,,,,,,,0,0.3,,0
Jr,CB,"Johnson, Kevin",2013,12,39,19,58,,,,,3,45,,12,,,,1,,,,,15,4.8,,15
Jr,CB,"Noel, Merrill",2013,11,38,15,53,2.5,7,,,3,60,,6,,1,0,3,,,,,9,4.8,,9
Jr,S,"Wooding, Anthony",2013,10,25,11,36,1.0,1,0,0,0,0,0,1,0,1,0,,,,,,1,3.6,,1
Jr,OG,"Ford, Antonio",2013,11,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
Jr,NT,"Garcia, Johnny",2013,12,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
Jr,RB,"Reynolds, Orville",2013,9,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
Fr,LB,"Lee, Marquell",2013,11,4,10,14,,,,,,,,,,,,,,,,,0,1.3,,0
Fr,S,"Brown, Thomas",2013,11,69,4,13,,,,,,,,,,1,59,,,,,,0,1.2,,0
Fr,CB,"Watson, Brad",2013,12,7,2,9,,,,,,,,,,,,,,,,,0,0.8,,0
Fr,CB,"Davis, Deonte",2013,9,6,2,8,,,,,,,,1,,,,,,,,,1,0.9,,1
Fr,CB,"Latter, Jalen",2013,12,1,4,5,,,,,,,,,,,,,,,,,0,0.4,,0
Fr,NT,"Looney, James",2013,6,0,3,3,0.5,2,0.5,2,,,,,,1,0,,,,,,0,0.5,,0
Fr,RB,"Armstrong, John",2013,10,1,,1,,,,,,,,,,,,,,,,,0,0.1,,0
Sr,LB,"Haynes, Riley",2012,12,33,27,60,3.5,9,1,3,1,1,,0,0,0,0,0,,,,,1,5.0,,1
Sr,S,"Okoro, Kenny",2012,12,36,17,53,3.0,12,0,0,2,0,,5,0,1,4,,,,,,7,4.4,,7
Sr,OLB,"Ehrmann, Joey",2012,12,36,14,50,10.5,38,3.5,22,,,,,2,,,2,,,,,0,4.2,,0
Sr,DE,"Hazime, Hasan",2012,12,15,13,28,7.0,21,2.5,11,,,,2,1,2,0,2,,,,,2,2.3,,2
Sr,LB,"Betros, Scott",2012,11,15,13,28,2.5,5,,,,,,1,,,,1,,,,,1,2.5,,1
Sr,OLB,"Ellis, Derricus",2012,12,6,3,9,1.0,2,,,,,,,,,,,,,,,0,0.8,,0
Sr,FB,"Bohanon, Tommy",2012,12,2,2,4,,,,,,,,,,,,,,,,,0,0.3,,0
Sr,ST,"Gillespie, J",2012,12,0,1,1,,,,,,,,,,,,,,,,,0,0.1,,0
So,OLB,"Allen, Zachary",2012,12,24,18,42,1.5,1,,,,,,,2,,,1,,,,,0,3.5,,0
So,CB,"Noel, Merrill",2012,9,24,9,33,1.5,33,0.5,1,,,,3,,,,,,,,,3,3.7,,3
So,CB,"Johnson, Kevin",2012,12,34,24,8,3.5,15,0.5,4,3,2,,15,1,1,0,2,,,,,18,0.7,,18
So,S,"LaBarbera, Joe",2012,12,1,2,3,,,,,,,,,,1,0,,,,,,0,0.3,,0
So,DE,"Garcia, Johnny",2012,12,1,1,2,0.5,1,,,,,,,,,,,,,,,0,0.2,,0
So,DE,"Offor, Godspower",2012,1,1,1,2,,,,,,,,,,,,,,,,,0,2.0,,0
So,ST,"Schlegel, Chuck",2012,11,1,1,2,,,,,,,,,,,,,,,,,0,0.2,,0
RS,LB,"Chubb, Brandon",2012,12,14,8,22,1.0,3,,,,,,,1,,,,,,,,0,1.8,,0
RS,CB,"Ramsey, Allen",2012,10,7,2,9,1.0,4,,,1,0,,,,1,0,,,,,,1,0.9,,1
RS,DE,"Floyd, Desmond",2012,6,4,0,4,,,,,,,,,,,,,,,,,0,0.7,,0
RS,P,"Kinal, Alex",2012,12,1,0,1,,,,,,,,,,,,,,,,,0,0.1,,0
Jr,OLB,"Jackson, Justin",2012,12,40,41,81,8.5,56,4,39,0,0,,2,4,1,0,0,1,0,,,2,6.8,1,2
Jr,LB,"Olson, Mike",2012,11,39,39,78,3.5,12,1,1,1,0,,2,3,,,,,,,,3,7.1,,3
Jr,S,"Marshall, AJ",2012,12,41,35,76,3.0,6,0,0,2,39,,4,1,0,0,1,,,,,6,6.3,,6
Jr,DE,"Thompson, Zach",2012,11,27,25,52,5.5,36,4,31,1,3,,0,2,1,0,1,,,,,1,4.7,,1
Jr,NT,"Whitlock, Nikita",2012,10,27,24,51,5.5,41,3,32,,,,,2,,,,,,,,0,5.1,,0
Jr,DE,"Redding, Kris",2012,11,14,16,30,5.5,28,3.5,24,,,,4,,1,0,2,,,,,4,2.7,,4
Jr,S,"Lowe, Duran",2012,6,16,12,28,1.0,3,,,,,,,,1,0,,,,,,0,4.7,,0
Jr,S,"Mack, Daniel",2012,10,23,27,5,0.5,0,,,,,,1,1,1,12,,,,,,1,0.5,,1
