Class,Pos,"Name (last, first)",Year,Gms,Solo,Asst,Total,TFL,Yds,Sacks,Yds,Int,Yds,ITD,PBU,QBH,FR,Yd,FF,Blk Kick,Safety,Total Check,Diff,PDF,Tkls/Gm,Tm Rank,PDF
So,LB,"Belin, Warren",1988,,44,37,81,5.0,15,1,7,0,0,,0,,1,,0,,,81,0,0,#DIV/0!,,0
SO,DB,"Benson, Bradford",1988,,38,37,75,2.0,4,0,0,1,35,,3,,1,,0,,,75,0,4,#DIV/0!,,4
So,LB,"Belin, Levern",1988,,32,22,54,0.0,0,0,0,2,3,,1,,0,,1,,,54,0,3,#DIV/0!,,3
So,DL,"Mitchell, Marvin",1988,,32,10,42,4.0,17,2,12,0,0,,0,,1,,3,,,42,0,0,#DIV/0!,,0
SO,LB,"Godic, Ralph",1988,,14,19,33,1.0,2,0,0,1,7,,0,,0,,0,,,33,0,1,#DIV/0!,,1
So,DL,"Smith, Mike",1988,,13,7,20,2.0,5,0,0,1,0,,1,,0,,0,,,20,0,2,#DIV/0!,,2
SO,DB,"Brown, Dwayne",1988,,11,5,16,0.0,0,0,0,0,0,,1,,0,,0,,,16,0,1,#DIV/0!,,1
RS,DL,"Brody, Tryg",1988,,4,2,6,1.0,9,1,9,0,0,,0,,0,,0,,,6,0,0,#DIV/0!,,0
RS,DB,"Burrell, Adam",1988,,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
RS,LB,"Hollifield, Aubrey",1988,,0,2,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
RS,DE,"Flynn, James",1988,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
JR,LB,"Hogue, Rodney",1988,,32,30,62,1.0,7,1,7,0,0,,3,,1,,0,,,62,0,3,#DIV/0!,,3
Jr,DE,"DuBose, James",1988,,30,25,55,2.0,5,0,0,2,5,,2,,1,,1,,,55,0,4,#DIV/0!,,4
Jr,DL,"Smith, Terry",1988,,39,13,52,5.0,15,4,12,0,0,,1,,0,,0,,,52,0,1,#DIV/0!,,1
JR,LB,"Smith, Chris",1988,,19,8,27,0.0,0,0,0,0,0,,0,,0,,0,,,27,0,0,#DIV/0!,,0
JR,DE,"Middleton, Todd",1988,,4,4,8,0.0,0,0,0,0,0,,0,,0,,0,,,8,0,0,#DIV/0!,,0
JR,LB,"Rice, Jerome",1988,,3,1,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
JR,DB,"Gaschler, Grady",1988,,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
FR,DB,"Singletary, Terrence",1988,,2,0,2,0.0,0,0,0,0,0,,0,,1,,0,,,2,0,0,#DIV/0!,,0
,DB,"Simmons, Eric",1988,,5,5,10,0.0,0,0,0,0,0,,0,,0,,0,,,10,0,0,#DIV/0!,,0
Sr,LB,"Simmons, Jimmie",1987,11,71,69,140,1.0,1,0,0,2,23,,0,,0,,1,,,140,0,2,12.7,1,2
Sr,LB,"Whitley, David",1987,,55,31,86,3.0,10,1,5,0,0,,0,,0,,1,,,86,0,0,#DIV/0!,,0
SR,DB,"White, Kyle",1987,,30,24,54,0.0,0,0,0,0,0,,4,,0,,0,,,54,0,4,#DIV/0!,,4
SR,DB,"Victor, Dexter",1987,,24,23,47,2.0,9,0,0,2,16,,2,,1,,1,,,47,0,4,#DIV/0!,,4
Sr,DB,"Smith, Warren",1987,,27,17,44,0.0,0,0,0,1,12,,3,,0,,0,,,44,0,4,#DIV/0!,,4
Sr,DE,"Nesbit, Carl",1987,,25,15,40,5.0,20,4,18,0,0,,1,,0,,0,,,40,0,1,#DIV/0!,,1
Sr,DB,"Walker, Joe",1987,,20,19,39,0.0,0,0,0,0,0,,4,,3,,0,,,39,0,4,#DIV/0!,,4
SR,DB,"Thomas, Greg",1987,,7,5,12,0.0,0,0,0,0,0,,1,,0,,0,,,12,0,1,#DIV/0!,,1
So,DE,"DuBose, James",1987,,29,17,46,2.0,8,1,7,2,0,,1,,0,,1,,,46,0,3,#DIV/0!,,3
So,DL,"Smith, Terry",1987,,39,3,42,7.0,37,4.5,35,0,0,,0,,0,,0,,,42,0,0,#DIV/0!,,0
SO,LB,"Hogue, Rodney",1987,,12,9,21,1.0,2,0,0,0,0,,0,,0,,0,,,21,0,0,#DIV/0!,,0
RS,LB,"Godic, Ralph",1987,,9,7,16,0.0,0,0,0,0,0,,0,,1,,0,,,16,0,0,#DIV/0!,,0
RS,DL,"Ellison, Joe",1987,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,DB,"Halligan, Dennis",1987,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Jr,DB,"Mosley, Tony",1987,,54,36,90,0.0,0,0,0,1,8,,14,,2,,2,,,90,0,15,#DIV/0!,,15
Jr,DB,"Purnsley, Ernie",1987,,27,53,80,0.0,0,0,0,1,15,,7,,2,,3,,,80,0,8,#DIV/0!,,8
Jr,DB,"Greene, A.J.",1987,11,49,23,72,1.0,6,0,0,7,128,,18,,2,,3,,,72,0,25,6.5,,25
Jr,DL,"Vaughan, Kelly",1987,,36,7,43,8.0,37,3.5,30,0,0,,2,,0,,0,,,43,0,2,#DIV/0!,,2
JR,DE,"Braxton, David",1987,,17,23,40,0.0,0,0,0,0,0,,4,,1,,1,,,40,0,4,#DIV/0!,,4
JR,DE,"Hooten, Mike",1987,,18,14,32,4.0,14,1.5,11,0,0,,0,,0,,0,,,32,0,0,#DIV/0!,,0
JR,DL,"Agientas, Mark",1987,,11,2,13,1.0,5,0,0,0,0,,1,,1,,0,,,13,0,1,#DIV/0!,,1
JR,DL,"Middleton, Todd",1987,,6,5,11,1.0,1,0,0,0,0,,0,,0,,1,,,11,0,0,#DIV/0!,,0
JR,DL,"Wagner, Joe",1987,,7,1,8,1.0,4,1,4,0,0,,0,,0,,0,,,8,0,0,#DIV/0!,,0
JR,DE,"DeLong, Chris",1987,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Fr,DL,"Mitchell, Marvin",1987,,34,8,42,6.0,23,3,14,0,0,,0,,0,,2,,,42,0,0,#DIV/0!,,0
Fr,LB,"Belin, Warren",1987,,22,19,41,1.0,2,0,0,1,0,,1,,0,,0,,,41,0,2,#DIV/0!,,2
Fr,DL,"Smith, Mike",1987,,9,3,12,2.0,14,0.5,7,0,0,,1,,0,,0,,,12,0,1,#DIV/0!,,1
FR,DB,"Benson, Bradford",1987,,3,2,5,0.0,0,0,0,0,0,,0,,0,,0,,,5,0,0,#DIV/0!,,0
Sr,LB,"Roberts, Scott",1986,11,78,81,159,5.0,9,0,0,1,12,,1,,2,,1,,,159,0,2,14.5,1,2
Sr,DB,"Holt, Rory",1986,,62,37,99,1.0,2,0,0,0,0,,8,,2,,1,,,99,0,8,#DIV/0!,,8
SR,DL,"Grinton, Ronnie",1986,,62,31,93,9.0,28,3,27,0,0,,0,,3,,3,,,93,0,0,#DIV/0!,,0
Sr,LB,"Lambert, Steve",1986,,27,33,60,2.0,7,0,0,0,0,,1,,0,,2,,,60,0,1,#DIV/0!,,1
SR,DL,"Ryan, Terence",1986,,30,30,60,4.0,12,1,6,0,0,,0,,0,,1,,,60,0,0,#DIV/0!,,0
Sr,LB,"Cole, Toby",1986,,8,14,22,0.0,0,0,0,0,0,,0,,0,,1,,,22,0,0,#DIV/0!,,0
SR,LB,"Redfern, Jamie",1986,,2,3,5,0.0,0,0,0,0,0,,1,,0,,0,,,5,0,1,#DIV/0!,,1
So,DB,"Purnsley, Ernie",1986,11,72,82,154,3.0,7,0,0,1,22,,3,,0,,1,,,154,0,4,14.0,,4
SO,DL,"Hooten, Mike",1986,,35,25,60,5.0,18,0,0,0,0,,2,,4,,0,,,60,0,2,#DIV/0!,,2
SO,DB,"Braxton, David",1986,,28,24,52,1.0,4,0,0,2,16,,0,,1,,0,,,52,0,2,#DIV/0!,,2
So,DB,"Greene, A.J.",1986,10,31,16,47,0.0,0,0,0,3,11,,10,,0,,1,,,47,0,13,4.7,,13
So,DL,"Vaughan, Kelly",1986,,30,17,47,4.0,21,3,20,0,0,,3,,0,,1,,,47,0,3,#DIV/0!,,3
So,DB,"Mosley, Tony",1986,,22,11,33,0.0,0,0,0,2,0,,3,,0,,0,,,33,0,5,#DIV/0!,,5
SO,C,"Whiting, Randy",1986,,2,5,7,0.0,0,0,0,0,0,,0,,0,,0,,,7,0,0,#DIV/0!,,0
SO,DL,"Kenn, Joe",1986,,1,2,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
RS,DL,"Smith, Terry",1986,,17,13,30,1.0,2,0,0,0,0,,0,,0,,2,,,30,0,0,#DIV/0!,,0
RS,LB,"DuBose, James",1986,,7,6,13,0.0,0,1,6,0,0,,0,,1,,0,,,13,0,0,#DIV/0!,,0
RS,LB,"Johnson, Brian",1986,,2,8,10,0.0,0,0,0,0,0,,0,,0,,0,,,10,0,0,#DIV/0!,,0
RS,LB,"Herrman, Dave",1986,,2,2,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
RS,DL,"Pennington, Carl",1986,,1,1,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
RS,DL,"Davis, Joe",1986,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,PK,"Hoyle, Wilson",1986,,0,1,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Jr,LB,"Simmons, Jimmie",1986,,55,57,112,2.0,5,0,0,0,0,,0,,1,,0,,,112,0,0,#DIV/0!,,0
Jr,DB,"Walker, Joe",1986,,33,39,72,1.0,4,0,0,0,0,,1,,0,,0,,,72,0,1,#DIV/0!,,1
Jr,DL,"Nesbit, Carl",1986,,22,16,38,2.0,2,1,11,0,0,,0,,1,,0,,,38,0,0,#DIV/0!,,0
Jr,LB,"Whitley, David",1986,,20,17,37,1.0,1,0,0,0,0,,0,,1,,0,,,37,0,0,#DIV/0!,,0
JR,DB,"Smith, Warren",1986,,5,11,16,1.0,2,0,0,1,11,,0,,0,,0,,,16,0,1,#DIV/0!,,1
JR,DB,"White, Kyle",1986,,6,10,16,0.0,0,0,0,0,0,,1,,0,,0,,,16,0,1,#DIV/0!,,1
JR,DB,"Victor, Dexter",1986,,9,5,14,0.0,0,0,0,1,53,,0,,0,,0,,,14,0,1,#DIV/0!,,1
JR,DB,"Thomas, Greg",1986,,3,6,9,0.0,0,0,0,0,0,,2,,0,,0,,,9,0,2,#DIV/0!,,2
JR,OLB,"Rice, Mike",1986,,0,2,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
FR,DB,"Brown, Dwayne",1986,,2,0,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
SR,DB,"McCummings, Reggie",1985,,55,45,100,3.0,7,0,0,0,0,,5,,2,,1,,,100,0,5,#DIV/0!,,5
Sr,DB,"Grantham, Ken",1985,,40,36,76,3.0,7,1,12,0,0,,3,,1,,1,,,76,0,3,#DIV/0!,,3
Sr,DL,"Mark, Bruce",1985,,53,19,72,6.0,19,7,69,1,24,,2,,2,,1,,,72,0,3,#DIV/0!,,3
Sr,DL,"Baldinger, Gary",1985,11,41,23,64,6.0,7,0,0,0,0,,0,,1,,1,,,64,0,0,5.8,,0
Sr,NG,"Singleton, Randall",1985,,37,11,48,1.0,2,0,0,0,0,,1,,0,,1,,,48,0,1,#DIV/0!,,1
SR,DB,"Young, Marvin",1985,,16,18,34,0.0,0,0,0,0,0,,2,,0,,0,,,34,0,2,#DIV/0!,,2
SR,OLB,"Garbarczyk, Tony",1985,,15,11,26,1.0,1,0,0,0,0,,0,,0,,1,,,26,0,0,#DIV/0!,,0
So,LB,"Simmons, Jimmie",1985,,42,29,71,3.0,10,0,0,0,0,,1,,0,,1,,,71,0,1,#DIV/0!,,1
So,DB,"Walker, Joe",1985,,28,32,60,0.0,0,4,43,0,0,,2,,0,,0,,,60,0,2,#DIV/0!,,2
SO,DB,"Victor, Dexter",1985,,17,13,30,1.0,4,0,0,2,0,,1,,0,,0,,,30,0,3,#DIV/0!,,3
So,OLB,"Nesbit, Carl",1985,,9,4,13,0.0,0,1,4,0,0,,1,,0,,1,,,13,0,1,#DIV/0!,,1
So,LB,"Whitley, David",1985,,5,5,10,1.0,1,0,0,1,7,,0,,0,,0,,,10,0,1,#DIV/0!,,1
SO,DB,"Thomas, Greg",1985,,4,4,8,0.0,0,0,0,0,0,,1,,0,,0,,,8,0,1,#DIV/0!,,1
SO,DB,"Artis, Johnny",1985,,3,2,5,0.0,0,0,0,0,0,,0,,0,,0,,,5,0,0,#DIV/0!,,0
SO,LB,"Roeske, Richard",1985,,1,2,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
SO,DB,"White, Kyle",1985,,0,2,2,0.0,0,0,0,0,0,,0,,0,,0,,,2,0,0,#DIV/0!,,0
RS,DB,"Scott, Scotty",1985,,55,35,90,6.0,10,1,10,0,0,,0,,0,,1,,,90,0,0,#DIV/0!,,0
RS,DB,"Purnsley, Ernie",1985,,21,7,28,0.0,0,0,0,0,0,,0,,0,,0,,,28,0,0,#DIV/0!,,0
Jr,LB,"Lambert, Steve",1985,,33,45,78,3.0,8,0,0,0,0,,0,,0,,0,,,78,0,0,#DIV/0!,,0
Jr,LB,"Roberts, Scott",1985,,35,32,67,2.0,4,5,34,0,0,,1,,2,,3,,,67,0,1,#DIV/0!,,1
Jr,LB,"Cole, Toby",1985,,10,9,19,0.0,0,1,4,0,0,,0,,0,,1,,,19,0,0,#DIV/0!,,0
JR,DL,"Ryan, Terence",1985,,11,4,15,2.0,2,1,12,0,0,,0,,0,,0,,,15,0,0,#DIV/0!,,0
JR,NG,"Grinton, Ronnie",1985,,10,4,14,1.0,1,0,0,0,0,,0,,2,,0,,,14,0,0,#DIV/0!,,0
JR,OLB,"Meyers, Lee",1985,,2,2,4,0.0,0,0,0,0,0,,0,,0,,0,,,4,0,0,#DIV/0!,,0
Fr,DB,"Greene, A.J.",1985,11,44,44,88,0.0,0,0,0,3,9,,4,,0,,0,,,88,0,7,8.0,,7
FR,DB,"Mosley, Tony",1985,,14,10,24,0.0,0,0,0,0,0,,0,,0,,0,,,24,0,0,#DIV/0!,,0
Fr,DL,"Smith, Terry",1985,,11,3,14,0.0,0,0,0,0,0,,1,,1,,0,,,14,0,1,#DIV/0!,,1
Fr,DL,"Vaughan, Kelly",1985,,4,1,5,0.0,0,1,7,0,0,,0,,0,,0,,,5,0,0,#DIV/0!,,0
Sr,LB,"Scott, Tony",1984,,67,34,101,6.0,18,1,12,1,9,,2,,2,,0,,,101,0,3,#DIV/0!,,3
Sr,DB,"Johnson, Donald",1984,,69,31,100,3.0,4,1,9,0,0,,2,,0,,0,,,100,0,2,#DIV/0!,,2
Sr,DB,"Burgess, Ronnie",1984,,57,17,74,0.0,0,0,0,5,65,,9,,1,,1,,,74,0,14,#DIV/0!,,14
Sr,LB,"Hairston, Malcom",1984,,25,23,48,2.0,5,1,5,1,0,,2,,0,,0,,,48,0,3,#DIV/0!,,3
SR,NT,"Coates, Tony",1984,,18,12,30,3.0,3,1,2,0,0,,0,,0,,0,,,30,0,0,#DIV/0!,,0
SR,DL,"Morrill, Rodger",1984,,13,9,22,2.0,6,1,11,0,0,,0,,0,,1,,,22,0,0,#DIV/0!,,0
So,LB,"Lambert, Steve",1984,,28,34,62,2.0,11,0,0,0,0,,1,,0,,1,,,62,0,1,#DIV/0!,,1
So,LB,"Roberts, Scott",1984,,17,12,29,1.0,2,0,0,0,0,,0,,0,,0,,,29,0,0,#DIV/0!,,0
SO,DB,"Mason, Rodney",1984,,7,6,13,0.0,0,0,0,0,0,,0,,0,,0,,,13,0,0,#DIV/0!,,0
So,LB,"Cole, Toby",1984,,2,5,7,0.0,0,0,0,0,0,,1,,0,,0,,,7,0,1,#DIV/0!,,1
SO,OLB,"Redfern, Jamie",1984,,0,3,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
SO,DL,"Ryan, Terence",1984,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,LB,"Kelly, Shawn",1984,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
RS,LB,"Roeske, Richard",1984,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
JR,DB,"McCummings, Reggie",1984,11,73,60,133,0.0,0,0,0,5,52,,6,,1,,0,,,133,0,11,12.1,1,11
Jr,DB,"Holt, Rory",1984,,59,40,99,0.0,0,0,0,3,5,,9,,1,,0,,,99,0,12,#DIV/0!,,12
Jr,DL,"Baldinger, Gary",1984,11,47,31,78,4.0,8,5,56,0,0,,2,,4,,2,,,78,0,2,7.1,,2
Jr,DB,"Grantham, Ken",1984,,30,37,67,1.0,2,1,8,3,11,,2,,0,,1,,,67,0,5,#DIV/0!,,5
JR,OLB,"Garbarczyk, Tony",1984,,39,22,61,0.0,0,7,45,0,0,,0,,1,,1,,,61,0,0,#DIV/0!,,0
Jr,DL,"Mark, Bruce",1984,,23,15,38,5.0,10,0,0,0,0,,2,,0,,0,,,38,0,2,#DIV/0!,,2
Jr,NG,"Singleton, Randall",1984,,12,13,25,3.0,4,0,0,0,0,,0,,0,,0,,,25,0,0,#DIV/0!,,0
JR,DB,"Young, Marvin",1984,,7,5,12,0.0,0,0,0,0,0,,1,,0,,0,,,12,0,1,#DIV/0!,,1
JR,OLB,"Stogner, Stuart",1984,,2,1,3,0.0,0,0,0,0,0,,0,,1,,0,,,3,0,0,#DIV/0!,,0
JR,K,"Illing, Doug",1984,,0,0,1,0.0,0,0,0,0,0,,0,,1,,0,,,0,-1,0,#DIV/0!,,0
Fr,LB,"Simmons, Jimmie",1984,,12,11,23,0.0,0,1,3,0,0,,0,,0,,1,,,23,0,0,#DIV/0!,,0
Fr,LB,"Whitley, David",1984,,3,0,3,0.0,0,0,0,0,0,,0,,0,,0,,,3,0,0,#DIV/0!,,0
FR,DL,"Richardson, Don",1984,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Fr,DB,"Walker, Joe",1984,,1,0,1,0.0,0,0,0,0,0,,0,,0,,0,,,1,0,0,#DIV/0!,,0
Sr,LB,"Litaker, Steve",1983,,34,28,62,0.0,,0,,0,0,,1,,1,,,,,62,0,1,#DIV/0!,,1
Sr,DE,"Salley, Tim",1983,,35,17,52,0.0,,0,,0,0,,0,,0,,,,,52,0,0,#DIV/0!,,0
SR,DB,"Rocco, Danny",1983,,23,24,47,1.0,,0,,1,10,,2,,0,,,,,47,0,3,#DIV/0!,,3
Sr,DL,"Hodgson, Michael",1983,,25,15,40,1.0,,3,,0,0,,0,,2,,,,,40,0,0,#DIV/0!,,0
SR,OLB,"Landis, Todd",1983,,14,20,34,1.0,,0,,0,0,,0,,0,,,,,34,0,0,#DIV/0!,,0
SR,DB,"Redmon, Charles",1983,,17,14,31,0.0,,0,,0,0,,0,,1,,,,,31,0,0,#DIV/0!,,0
Sr,OLB,"Piedmonte, John",1983,,13,10,23,0.0,,0,,0,0,,1,,0,,,,,23,0,1,#DIV/0!,,1
SR,DB,"Carter, Kevin",1983,,2,2,4,0.0,,0,,0,0,,1,,1,,,,,4,0,1,#DIV/0!,,1
SO,DB,"McCummings, Reggie",1983,11,79,62,141,1.0,,0,,2,32,,9,,1,,,,,141,0,11,12.8,1,11
So,DB,"Holt, Rory",1983,,64,38,102,0.0,,0,,1,0,,7,,1,,,,,102,0,8,#DIV/0!,,8
So,DL,"Mark, Bruce",1983,,52,19,71,0.0,,1,,0,0,,0,,0,,,,,71,0,0,#DIV/0!,,0
So,DL,"Baldinger, Gary",1983,11,45,20,65,0.0,,0,,0,0,,1,,1,,,,,65,0,1,5.9,,1
So,DB,"Grantham, Ken",1983,,20,14,34,0.0,,0,,0,0,,2,,1,,,,,34,0,2,#DIV/0!,,2
So,NG,"Singleton, Randall",1983,,20,10,30,3.0,,0,,0,0,,0,,1,,,,,30,0,0,#DIV/0!,,0
RS,LB,"Lambert, Steve",1983,,8,6,14,0.0,,0,,0,0,,0,,0,,,,,14,0,0,#DIV/0!,,0
RS,LB,"Cole, Toby",1983,,5,3,8,0.0,,0,,0,0,,0,,0,,,,,8,0,0,#DIV/0!,,0
RS,OLB,"Redfern, Jamie",1983,,3,4,7,0.0,,0,,0,0,,0,,0,,,,,7,0,0,#DIV/0!,,0
RS,DL,"Van Nort, Pete",1983,,2,0,2,0.0,,0,,0,0,,0,,0,,,,,2,0,0,#DIV/0!,,0
Jr,LB,"Hairston, Malcom",1983,,37,41,78,0.0,,0,,0,0,,0,,0,,,,,78,0,0,#DIV/0!,,0
Jr,DB,"Burgess, Ronnie",1983,,43,31,74,0.0,,0,,6,60,,6,,0,,,,,74,0,12,#DIV/0!,,12
Jr,LB,"Scott, Tony",1983,,39,34,73,0.0,,0,,0,0,,2,,0,,,,,73,0,2,#DIV/0!,,2
Jr,DB,"Johnson, Donald",1983,,44,29,73,2.0,,0,,1,2,,0,,1,,,,,73,0,1,#DIV/0!,,1
JR,OLB,"Brown, Pierre",1983,,14,23,37,0.0,,0,,0,0,,1,,0,,,,,37,0,1,#DIV/0!,,1
JR,OLB,"Phiel, David",1983,,13,23,36,0.0,,0,,0,0,,1,,0,,,,,36,0,1,#DIV/0!,,1
Fr,LB,"Roberts, Scott",1983,,13,9,22,0.0,,0,,0,0,,1,,0,,,,,22,0,1,#DIV/0!,,1
Fr,LB,"Nesbit, Carl",1983,,8,14,22,0.0,,0,,0,0,,0,,0,,,,,22,0,0,#DIV/0!,,0
,,"Morrill, Rodger",1983,,14,8,22,1.0,,1,,0,0,,0,,2,,,,,22,0,0,#DIV/0!,,0
,D,"Young, Marvin",1983,,3,6,9,0.0,,0,,0,0,,0,,0,,,,,9,0,0,#DIV/0!,,0
,OLB,"Stogner, Stuart",1983,,3,3,6,0.0,,0,,0,0,,0,,0,,,,,6,0,0,#DIV/0!,,0
Sr,LB,"Hammond, Steve",1982,,74,44,118,0.0,,4,,0,0,,2,,2,,,,,118,0,2,#DIV/0!,,2
SR,OLB,"Simon, Kent",1982,,30,19,49,4.0,,0,,0,0,,0,,1,,,,,49,0,0,#DIV/0!,,0
Sr,DB,"Green, Eddie",1982,,33,9,42,0.0,,0,,3,6,,8,,1,,,,,42,0,11,#DIV/0!,,11
Sr,DB,"Seay, Andy",1982,,14,5,19,1.0,,0,,0,0,,2,,1,,,,,19,0,2,#DIV/0!,,2
SR,DB,"Threatt, Henderson",1982,,7,7,14,0.0,,0,,0,0,,0,,0,,,,,14,0,0,#DIV/0!,,0
SR,DE,"Metzler, Eric",1982,,8,5,13,0.0,,0,,0,0,,0,,0,,,,,13,0,0,#DIV/0!,,0
So,LB,"Hairston, Malcom",1982,,41,39,80,2.0,,0,,0,0,,1,,2,,,,,80,0,1,#DIV/0!,,1
So,DB,"Burgess, Ronnie",1982,,58,14,72,0.0,,0,,4,29,,6,,2,,,,,72,0,10,#DIV/0!,,10
SO,OLB,"Brown, Pierre",1982,,42,25,67,3.0,,2,,1,0,,4,,0,,,,,67,0,5,#DIV/0!,,5
SO,DE,"Mark, Bruce",1982,,30,22,52,3.0,,0,,0,0,,1,,0,,,,,52,0,1,#DIV/0!,,1
So,LB,"Scott, Tony",1982,,15,13,28,0.0,,0,,0,0,,0,,0,,,,,28,0,0,#DIV/0!,,0
SO,DE,"Morrill, Rodger",1982,,13,7,20,1.0,,0,,0,0,,1,,1,,,,,20,0,1,#DIV/0!,1,1
So,DB,"Johnson, Donald",1982,,2,0,2,0.0,,0,,1,6,,0,,0,,,,,2,0,1,#DIV/0!,,1
SO,NT,"Sherrod, Robert",1982,,1,1,2,0.0,,0,,0,0,,0,,0,,,,,2,0,0,#DIV/0!,,0
Jr,OLB,"Piedmonte, John",1982,,44,35,79,5.0,,3,,0,0,,4,,1,,,,,79,0,4,#DIV/0!,,4
JR,DB,"Rocco, Danny",1982,,46,21,67,5.0,,0,,2,58,,3,,2,,,,,67,0,5,#DIV/0!,,5
JR,NT,"Coates, Tony",1982,,43,22,65,4.0,,3,,0,0,,1,,2,,,,,65,0,1,#DIV/0!,,1
JR,OLB,"Landis, Todd",1982,,35,18,53,3.0,,0,,0,0,,0,,0,,,,,53,0,0,#DIV/0!,,0
Jr,DE,"Salley, Tim",1982,,26,23,49,5.0,,1,,0,0,,0,,1,,,,,49,0,0,#DIV/0!,,0
JR,DB,"Redmon, Charles",1982,,28,6,34,1.0,,0,,0,0,,0,,1,,,,,34,0,0,#DIV/0!,,0
Jr,DE,"Hodgson, Michael",1982,,21,12,33,0.0,,0,,0,0,,0,,1,,,,,33,0,0,#DIV/0!,,0
JR,DB,"Carter, Kevin",1982,,10,8,18,0.0,,0,,1,16,,5,,0,,,,,18,0,6,#DIV/0!,,6
JR,DB,"Conner, Lynn",1982,,11,5,16,0.0,,0,,1,10,,0,,0,,,,,16,0,1,#DIV/0!,,1
Jr,LB,"Litaker, Steve",1982,,4,11,15,0.0,,0,,0,0,,2,,0,,,,,15,0,2,#DIV/0!,,2
JR,NT,"Ferraro, Mike",1982,,0,2,2,0.0,,0,,0,0,,0,,0,,,,,2,0,0,#DIV/0!,,0
Fr,WR,"Holt, Rory",1982,,15,4,19,1.0,,0,,1,0,,4,,0,,,,,19,0,5,#DIV/0!,,5
Fr,DL,"Baldinger, Gary",1982,6,8,3,11,0.0,,1,,0,0,,0,,1,,,,,11,0,0,1.8,,0
Fr,DB,"Grantham, Ken",1982,,4,4,8,1.0,,0,,0,0,,1,,0,,,,,8,0,1,#DIV/0!,,1
FR,DB,"Adkins, Marcus",1982,,5,3,8,0.0,,0,,0,0,,0,,1,,,,,8,0,0,#DIV/0!,,0
FR,LB,"Williams, Tony",1982,,7,1,8,0.0,,0,,0,0,,0,,0,,,,,8,0,0,#DIV/0!,,0
FR,LB,"Sheff, Tim",1982,,2,3,5,0.0,,0,,0,0,,0,,0,,,,,5,0,0,#DIV/0!,,0
SR,DT,"Brown, Alex",1981,,46,30,76,3.0,,,,0,0,,2,,,,,,,76,0,2,#DIV/0!,,2
Sr,DE,"Yarnell, Eddie",1981,,36,31,67,3.0,,,,0,0,,0,,,,,,,67,0,0,#DIV/0!,,0
SR,LB,"Triplett, Joel",1981,,39,24,63,4.0,,,,0,0,,1,,,,,,,63,0,1,#DIV/0!,,1
SR,DB,"Swider, John",1981,,22,12,34,1.0,,,,2,0,,3,,,,,,,34,0,5,#DIV/0!,,5
SR,DB,"King, Landon",1981,,24,9,33,0.0,,,,1,0,,2,,,,,,,33,0,3,#DIV/0!,,3
SR,DB,"Owens, Lewis",1981,,11,6,17,0.0,,,,0,0,,0,,,,,,,17,0,0,#DIV/0!,,0
SR,TE,"Ruffner, Bill",1981,,2,0,2,0.0,,,,0,0,,0,,,,,,,2,0,0,#DIV/0!,,0
So,DE,"Hodgson, Michael",1981,,44,40,84,2.0,,,,0,0,,2,,,,,,,84,0,2,#DIV/0!,,2
SO,DE,"Landis, Todd",1981,,39,34,73,4.0,,,,0,0,,0,,,,,,,73,0,0,#DIV/0!,,0
So,LB,"Litaker, Steve",1981,,25,14,39,5.0,,,,2,12,,0,,,,,,,39,0,2,#DIV/0!,,2
SO,DT,"Ferraro, Mike",1981,,24,15,39,2.0,,,,0,0,,0,,,,,,,39,0,0,#DIV/0!,,0
